pgn_aptkira_dinner | [pname_kira[0]], неожиданно тебя видеть с нами за ужином, что-то случилось? Плохое или хорошее? | [pname_kira[0]], suddenly you see us at dinner, something happened? Bad or good?
pgn_events_12_maxclinic_02 | Эм... нет. | Um... no.
pgn_events_12_maxclinic_02 | Я видела, как ты всё это время держался за ногу. Если болит, то сейчас же поедем в клинику. | I saw you holding your leg the whole time. If it hurts, we'll go to the clinic right now.
pgn_events_12_maxclinic_02 | Всё нормально, просто чешется. | It's okay, just itches.
pgn_events_12_maxclinic_02 | А, ну тогда в ванную сходи. Прими душ, а то ты только по утрам моешься, да и то не часто. А мы и утром и вечером перед сном. | Oh, well, then go to the bathroom. Take a shower, because you only wash in the morning, and not often. And we'll be there in the morning and night before bedtime.
pgn_events_12_maxclinic_02 | Ладно, я пойду | Okay, I'll go.
pgn_events_12_maxclinic_02 | [pname_max[0]]. Я прекрасно вижу, что у тебя какие-то проблемы, что тебе сложно встать. Может всё же сядешь и объяснишь мне. | [pname_max[0]]. I can see that you're in some kind of trouble, that it's hard for you to get up. Why don't you sit down and explain it to me?
pgn_events_12_maxclinic_02 | Ну ладно. | Okay.
pgn_events_12_maxclinic_02 | Наверное вчера сильно ударился. И теперь нога сильно болит. | Must've hit hard yesterday. And now my leg hurts a lot.
pgn_events_12_maxclinic_02 | Как это произошло? | How did this happen?
pgn_events_12_maxclinic_02 | Ну... как-то... дома... | Well... somehow... at home...
pgn_events_12_maxclinic_02 | Как-то? | Somehow?
pgn_events_12_maxclinic_02 | ... | ...
pgn_events_12_maxclinic_02 | Ладно, не буду докучать вопросами. Помогу тебе дойти до комнаты, переоденешься и поедем. | Okay, I won't bother with questions. I'll help you get to your room, change your clothes and go.
pgn_events_12_maxclinic_02 | А можно с вами? | Can I come with you?
pgn_events_12_maxclinic_02 | Хорошо. | Okay.
pgn_events_12_maxclinic_02 | Приехали. Так, [pname_max[0]], сиди здесь, а я за коляской. | Here we go. Okay, [pname_max[0]], stay here and I'll get the pram.
pgn_events_12_maxclinic_02 | Я дойду сам. | I'll get there myself.
pgn_events_12_maxclinic_02 | Нет, сиди и жди меня. | No, sit and wait for me.
pgn_events_12_maxclinic_02 | Мы за ним присмотрим, никуда он не денется. | We'll look after him, he's not going anywhere.
pgn_events_12_maxclinic_02 | Ну так, рассказывай, как ногу себе повредил. | Well, tell me how you hurt your leg.
pgn_events_12_maxclinic_02 | Я просто сильно ударился. | I just hit it hard.
pgn_events_12_maxclinic_02 | Ага, ага. [pname_liza[0]], может ты что-то знаешь? | Yeah, yeah. [pname_liza[0]], maybe you know something.
pgn_events_12_maxclinic_02 | Я... Ну... | I... Well...
pgn_events_12_maxclinic_02 | Понятно. Что-то скрываете от меня. Снова развлекались и без меня. | I see. You're hiding something from me. We've been having fun again without me.
pgn_events_12_maxclinic_02 | [pname_max[0]] уже получил своё, что заслужил. А с тобой, [pname_liza[0]], когда приедем домой... | [pname_max[0]] has already got what he deserves. And with you, [pname_liza[0]], when we get home...
pgn_events_12_maxclinic_02 | Может не надо? | Maybe not?
pgn_events_12_maxclinic_02 | [pname_max[0]], пересаживайся, только аккуратно. | [pname_max[0]], transplant, just be careful.
pgn_events_12_maxclinic_02 | Да, Мам. | Yes, Mom.
pgn_events_12_maxclinic_02 | Заполните бланк и ожидайте. Вас скоро примут. | Fill in the form and wait. You'll be in soon.
pgn_events_12_maxclinic_02 | Ева, ну что с ним, не томи? | Eve, what's wrong with him, don't you think?
pgn_events_12_maxclinic_02 | [pname_mom[7]], не волнуйся, ничего страшного. Перелома нет. На снимке видна небольшая трещина, так что полежит у нас недельку или чуть более и всё будет хорошо. | [pname_mom[7]], don't worry, it's okay. No fracture. You can see a small crack in the picture, so we're gonna have a week or more and everything's gonna be fine.
pgn_events_12_maxclinic_02 | А можно в домашних условиях лечиться? | Can I be treated at home?
pgn_events_12_maxclinic_02 | [pname_max[0]], Еве лучше знать. Раз сказала, что будешь здесь, значит тут и останешься. | [pname_max[0]], Eva knows better. If you said you'd be here, you'd stay here.
pgn_events_12_maxclinic_02 | [pname_max[0]], желательно поменьше нагрузок на ногу. А так отдохнёшь и легче будет за твоим состоянием понаблюдать. | [pname_max[0]], preferably with less leg load. You'll get some rest and it'll be easier to observe your condition.
pgn_events_12_maxclinic_02 | Ладно. | Okay.
pgn_events_12_maxclinic_02 | Ева, нужно какие-то вещи ему привезти или что-то купить? | Eve, do you need to bring him some stuff or buy him something?
pgn_events_12_maxclinic_02 | [pname_mom[6]], всё нормально. Сейчас только парочку документов заполним и всё. Одежду, в которой он будет ходить, выдадим, больничную. | [pname_mom[6]], it's okay. Let's just fill out a couple of documents now, that's all. The clothes he'll be wearing, we'll give them to the hospital.
pgn_events_12_maxclinic_02 | А ну тогда ладно. | All right, then.
pgn_events_12_maxclinic_02 | [pname_max[0]], в следующий раз будь осторожен. Не надо свою маму заставлять так переживать. | [pname_max[0]], next time be careful. Don't make your mother worry like that.
pgn_events_12_maxclinic_02 | Понял. Прости Мам. | Got it. I'm sorry, Mom.
pgn_events_12_maxclinic_02 | Прощаю. В следующий сразу говори, не нужно тянуть до последнего. | Goodbye. Next thing you know, you don't have to wait till the last minute.
pgn_events_12_maxclinic_02 | А вы будете меня навещать? | Will you come visit me?
pgn_events_12_maxclinic_02 | Зачем? Мы тебя здесь оставим, навсегда. \ | Why? We'll leave you here forever. \
pgn_events_12_maxclinic_02 | [pname_alice[0]]! [pname_max[0]], конечно мы будем навещать тебя. | [pname_alice[0]]! [pname_max[0]], of course we'll visit you.
pgn_events_12_maxclinic_02 | Я постараюсь побыстрей выздороветь и вернуться. | I'll try to get well and back as soon as possible.
pgn_events_12_maxclinic_02 | [pname_max[0]], вот как получше станет, и что скажет врач, тогда тебя и выпишут, а притворяться, только хуже будет. | [pname_max[0]], here's how it's gonna get better, and what the doctor says, then you're gonna get discharged, and pretending you're only gonna get worse.
pgn_events_12_maxclinic_02_1 | Ладно. | Okay.
pgn_events_12_maxclinic_02 | Может тебе журнальчики какие-то принести? Или игрушки? | Can I get you some magazines? Or toys?
pgn_events_12_maxclinic_02 | [pname_alice[0]]! | [pname_alice[0]]!
pgn_events_12_maxclinic_02 | Всё, всё, всё, молчу. | Okay, okay, okay, okay, shut up.
pgn_events_12_maxclinic_02 | Хорошо, [pname_max[0]]. Мы пойдём не скучай. Каждый день будем тебя навещать. | Okay, [pname_max[0]]. We're not gonna get bored. We'll visit you every day.
pgn_events_12_maxclinic_02 | Пока | Bye.
pgn_events_12_maxclinic_02 | Пока | Bye.
pgn_events_12_maxclinic_02 | Пока. | Bye.
loc_clinic_4f_recept_girlskirt | {i}Отличный вид.{/i} | {i}Nice view. {/i}
pgn_events_12_maxclinic_events | Хорошо поел. | Eat well.
pgn_events_12_maxclinic_events_7 | Хорошо поел. | Eat well.
pgn_events_12_maxclinic_visit_liza | Привет, [pname_max[0]]. Как тут тебе? Не скучно? | Hi, [pname_max[0]]. How do you like it here? Not boring?
pgn_events_12_maxclinic_visit_liza | Привет. Немного | Hi. A little bit.
pgn_events_12_maxclinic_visit_liza | Как дела у моего извращенного братика? | How's my perverted brother doing?
pgn_events_12_maxclinic_visit_liza | Всё хорошо. Оливка передавала тебе привет. | It's okay. Olivka said hello to you.
pgn_events_12_maxclinic_visit_liza | А она заглянет? | Will she stop by?
pgn_events_12_maxclinic_visit_liza | Не о чем таком она не говорила. | There's nothing she didn't say.
pgn_events_12_maxclinic_visit_liza | Жаль. | Sorry.
pgn_events_12_maxclinic_visit_liza | Давай сексом займёмся, хочу тебя. | Let's have sex, I want you.
pgn_events_12_maxclinic_visit_liza | [pname_max[0]], я тоже уже соскучилась по твоему члену, но не здесь. Потом дома, как выздоровеешь. | [pname_max[0]], I missed your dick too, but not here. Then you'll be home when you're well.
pgn_events_12_maxclinic_visit_liza | Пожалуйста... | Please...
pgn_events_12_maxclinic_visit_liza | Прости, не могу. Так что выздоравливай, моя попка тебя ждёт. | I'm sorry, I can't. So get well, my ass is waiting for you.
pgn_events_12_maxclinic_visit_liza | Сделай мне минет. Пожалуйста. | Give me a blowjob. Please, please.
pgn_events_12_maxclinic_visit_liza | Я очень хочу, но мне Мама не разрешила. Да и вдруг нас заметят. Нет. | I really want to, but Mom won't let me. And suddenly we'll be noticed. No.
pgn_events_12_maxclinic_visit_liza | [pname_liza[0]], а покажи сиськи или попку, я хотя бы подрочу. | [pname_liza[0]] and show me your tits or ass, I'll at least jerk off.
pgn_events_12_maxclinic_visit_liza | Нет [pname_max[0]], потерпи, дома всё будет, сейчас нет. | No [pname_max[0]], hold on, it'll be all right at home, not now.
pgn_events_12_maxclinic_visit_alice | [pname_max[0]], как дела? Твои яйца ещё не лопнули? | [pname_max[0]], how you doing? Your balls haven't broken yet?
pgn_events_12_maxclinic_visit_alice | Ха-ха-ха. | Ha-ha-ha-ha.
pgn_events_12_maxclinic_visit_alice | Соскучился по моим дырочкам, извращенец? | Missed my holes, pervert?
pgn_events_12_maxclinic_visit_alice | Ничего я не извращенец. Чего пришла? | I'm not a pervert. What are you doing here?
pgn_events_12_maxclinic_visit_alice | Да так, захотелось тебя проведать. | Oh, I just wanted to see you.
pgn_events_12_maxclinic_visit_alice | Приветик. Нога болит ещё? | Hiya. Does your leg hurt anymore?
pgn_events_12_maxclinic_visit_alice | Немного. | A little.
